x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222
1.5,0.6,1.2,0.65,1.5,0.85,1.6,2,1.7,0.9,2.4,0.9,1.6,1.8,1.2,1.6,2,1.6,1.8,0.95,0.95,0.7,0.85,0.95,0.5,0.85,1.3,0.8,0.85,0.9,1.8,0.95,1.6,0.9,0.45,2.2,0.85,0.9,0.35,0.75,2,1.2,0.9,1.6,0.95,0.8,1.6,1.4,1.6,1.4,2.2,1.7,1.1,0.95,0.5,0.75,1.4,1.6,1.3,0.85,1,1.6,1.5,1.2,0.75,1.7,1.4,1,1.4,1.1,0.95,2.2,2.4,0.95,1.4,0.55,1.8,0.55,2,0.6,1.3,2.3,1.4,0.9,2.4,0.65,1.6,1.9,1.2,1.8,1.8,1.4,2,1,0.9,0.9,0.8,2,0.35,0.4,1.6,1.2,0.75,0.5,1.8,0.75,0.95,1,0.9,1.5,0.65,0.45,0.8,0.85,2,1,0.85,1.9,0.75,1.2,1.4,2,1.6,1.4,2.6,1.7,1.7,1.2,0.4,1,1.6,1.8,1.6,1.3,0.75,1.3,1.2,1.7,0.7,2,1.6,1.6,1,1.2,0.9,2.2,2.3,0.8,1.2,0.95,1.6,0.45,2.3,1,2.1,1.7,1.1,0.75,2.2,0.95,1.2,1.8,1.1,1.6,0.95,1.8,2,1.4,0.95,0.85,1,1.6,0.35,0.7,1.6,0.75,1,0.95,1.2,0.65,1.2,1.3,0.85,1.5,0.85,0.6,0.65,0.75,2.2,1.2,0.65,1.4,0.9,1.2,1.8,1.3,1.6,1.4,2.4,2,1.4,1.6,0.45,1.2,0.95,1.8,1.8,0.55,0.75,1.8,0.95,1.6,2,2.2,1.6,0.9,0.75,1.4,0.9,2,2.2,0.75
1.2,0.75,1.8,0.6,1.8,0.8,1.3,1.7,1.6,1,2.2,1,1.4,1.4,1.2,1.3,0.9,1.8,1.6,1,1.4,0.8,0.55,1,0.4,0.95,1.3,1,0.65,0.95,1.8,0.95,1.4,1.3,0.75,2.2,0.65,0.5,0.6,0.95,2.3,1.6,0.7,1.9,0.7,0.85,0.95,1.8,1.4,1.4,2.3,1.8,1.1,1,0.65,0.75,0.9,1.2,1.4,1.2,0.45,1.8,1.2,1.7,1.8,2,1.4,1.6,2.1,1.9,0.95,2,2,0.95,0.95,0.55,1.6,0.4,2,1.2,1.4,2.3,1.2,1.2,2.2,1,1.6,1.6,1.7,1.4,1.4,1.4,1.8,1,0.9,0.65,0.95,2,0.8,0.45,1.6,0.95,0.9,1.7,1,1.2,1,0.95,1,1.8,0.95,0.75,0.55,0.8,2.3,1.2,0.9,1.6,0.8,0.8,1.8,1.6,1.2,1.3,2.2,1.8,1.4,1,0.3,0.9,1.7,1.9,1.6,0.95,0.8,1.4,1,1.6,1.2,2.2,1.1,1.2,2.1,1.2,1.7,1.8,2.3,0.7,1.2,0.6,1.6,0.6,1.6,0.95,1.8,1.8,1.4,0.8,2,0.75,1.4,1.6,1.4,1.3,1.2,1.2,1.5,1,1.2,1.1,1.2,1.4,0.85,0.85,1.6,0.85,0.95,0.8,0.9,0.85,0.95,1.3,1.4,1.8,0.9,0.45,0.7,0.8,2,1.4,0.7,1.8,0.75,1.6,0.95,1.8,1.9,1.4,2,1.7,1.4,1.6,0.3,0.75,1.4,1.6,1.3,0.95,0.9,1.4,0.95,1.6,0.9,2,1.4,1.4,0.95,1.9,1.6,1.8,2.2,0.75
1.4,0.55,2.1,0.9,2.2,0.95,1.4,2,1.4,1.2,2,0.85,1.6,1.8,1.2,1.4,1.8,1.4,2.2,1,1.2,0.65,1.2,2,0.8,0.9,1.8,0.8,0.7,0.6,1.8,1,0.95,0.9,0.85,1.8,0.95,0.7,0.55,0.8,2.2,1.2,0.55,1.4,0.85,0.9,2.1,2.1,1.6,1.4,2.3,2,1.6,1.4,0.65,1,0.95,1.2,1.6,0.55,1,1.8,0.95,1.7,1,2.2,1.6,0.9,0.75,1.2,0.95,2.2,2.3,1.3,1.4,0.85,2,0.85,1.6,0.6,1.3,2.3,1.6,1.4,1.8,0.6,1.4,1.3,1.6,1.8,1,1.1,1.5,1,1.4,0.75,0.85,1.4,0.75,0.85,1.8,0.95,0.65,0.65,1.8,0.65,1.7,0.75,1.2,2,0.65,0.75,0.8,0.95,2.2,0.95,0.55,1.4,0.75,1,0.95,1.8,1.2,1.6,2.4,2,1.7,2,0.5,0.85,0.9,1.4,1.4,0.55,1.1,1.8,1.2,1.6,0.8,2,1.1,1.2,1,1.1,0.95,2.2,2.4,0.7,1.2,0.7,1.4,0.6,2.2,0.9,1.6,2.2,1.6,0.85,2,1.2,1.2,1.4,1.2,1.8,2.1,1.6,1.6,1.2,1.4,0.55,0.65,1,0.3,0.6,1.3,0.8,0.65,0.6,1.6,0.8,1.6,1.2,1.6,2.2,0.8,0.9,0.75,0.95,2.2,1.4,0.6,1.4,0.85,1.8,2,2,1.8,2.1,2.3,2.2,1.7,2,0.55,1,1.2,1.8,1.6,0.55,0.35,1.8,1,1.6,0.95,2,1.7,1,1.2,1.6,1.4,2,2.2,0.7
1.5,0.35,1.1,0.45,2,1.8,2.1,2.2,1.2,0.95,1.8,1.2,1.4,1.6,1.4,1.6,1,1.6,1.8,1.2,1.2,0.75,0.9,1.8,0.6,0.45,1.8,1.2,0.95,0.55,1,0.9,1.6,1,0.7,1.8,0.7,0.45,0.55,0.6,2,1.2,0.5,1.4,0.9,0.7,1.8,1.6,1.4,1.4,2.3,2.2,1.1,0.95,0.3,0.75,1,1.8,1.6,0.9,0.55,1.4,1.5,1.2,0.9,1.8,1.2,0.95,1.4,1.4,1.2,1.7,2.6,1.2,0.95,0.85,1.2,0.85,2.2,0.95,1.4,1.8,1.2,1.5,2.3,0.85,1.1,1.3,1.1,1.3,1.8,1.4,2,1.2,1,0.9,0.55,1.8,0.8,0.95,1.6,0.95,0.7,0.7,1.6,0.7,0.95,0.9,1,1.6,0.95,0.6,0.35,0.6,2.2,1.2,0.8,1.9,1.2,0.95,1.6,2,1.8,2.1,2.2,1.8,1.4,1.8,0.7,0.7,1.4,1.4,1.6,0.95,0.9,1.3,1.4,1.1,1.2,1.8,1.2,1.2,2,1.4,0.9,2,2,0.85,1,0.5,1.6,0.4,2,0.6,1.3,2,1.7,0.9,2.4,0.55,1.6,1.8,1.2,1.4,1.4,1.4,1.6,0.95,1,0.75,0.75,1.8,0.8,0.65,1.3,0.95,0.75,0.55,1.8,0.6,1.7,0.9,0.45,1.5,0.75,0.85,0.65,0.95,2,1.6,1,1.4,0.95,1,1.4,2.1,1.1,2,2.4,1.7,1.2,1.2,0.5,1.3,1.4,1.8,1.4,0.7,0.55,1.3,1.2,1.4,1.2,1.8,1.4,1,0.9,1.8,1.6,2.3,2.2,0.65
0.95,0.6,1.6,0.4,2.2,1.4,1.4,1.7,1.4,0.9,2.4,0.55,1.1,1.6,1.1,1.8,2.1,1.2,2.2,1.2,1,0.85,0.7,0.95,0.4,0.75,1.4,0.7,0.7,0.6,0.9,0.65,1.2,0.75,1.4,1.8,0.65,0.85,0.45,0.75,2.2,1,0.7,1.4,1,0.8,1.2,2,1.4,2,2.6,2,1.6,1,0.85,0.95,1.6,1.6,1.4,0.65,1.1,1.3,0.95,1.6,1.8,2,1.4,1,2,1.2,1.2,2.3,2.4,0.7,1.4,0.8,2,0.4,2.2,1.6,1.4,2.2,1.6,1.2,2.3,0.9,1.2,1.4,1.1,1.8,1.6,1.2,2.2,1.4,1,0.75,0.95,1.8,0.8,0.9,1.3,1.2,0.8,0.85,1.4,1,1.2,0.9,0.55,2.3,0.6,0.5,0.7,0.65,2,1.2,0.55,1.9,0.95,0.75,0.9,1.4,1.2,2.1,2.4,2,1.7,2,0.7,1.3,1.7,1.9,1.6,0.9,0.6,1.6,0.95,1.1,1.4,2,1.1,1.6,1.2,1.9,1.2,2,2.4,1.3,1.4,0.6,1.2,0.5,1.6,1.6,2,1.8,1.4,1.4,1.8,1.2,1.1,1.8,1.4,1.8,2,1.6,1.6,0.95,1.4,0.55,0.6,1.4,0.4,0.75,1.4,0.85,0.8,0.6,1.9,0.9,1.6,1.3,0.45,2.2,0.75,0.65,0.4,0.95,2.2,1.6,1,1.8,0.95,0.9,0.95,2,1.2,2,2.3,2.2,1.1,1,0.55,0.9,0.95,1.8,1.4,0.45,0.85,1.8,1.4,1.7,0.8,1.8,1.2,1.4,1.8,1.1,1.4,1.7,2.6,0.75
1.2,0.85,2,0.75,1.8,0.95,1.6,1.8,1.6,0.75,2.2,0.65,1.6,1.4,1.4,1.6,0.9,1.1,1.6,0.9,0.9,0.6,0.9,1.6,0.4,0.7,1.6,0.7,1,0.65,1.8,0.95,0.95,1.3,1.2,1.5,1.2,0.7,0.75,0.65,2.2,0.9,0.8,1.6,1,1,1.8,1.8,1.8,1.6,2.6,2,1.4,1.2,0.8,0.9,0.9,1.8,1.8,0.65,0.75,1.6,1,1.6,0.85,1.8,1.4,1,1.8,1.4,1.2,2.2,2.4,1.2,1.5,0.8,1.2,0.65,2.2,0.85,1.6,1.7,1.4,1.4,2.6,0.55,1.1,1.8,1.1,1.4,2.1,1.2,2.2,1.2,0.95,0.55,0.65,1.4,0.45,0.45,1.4,0.75,0.95,1.6,1,0.85,1.6,0.85,0.5,2.2,0.95,0.75,0.5,0.85,1.8,0.95,0.75,1.3,0.75,2,1.8,2,1.8,2.1,2.2,1.8,1.6,1,0.5,0.75,1.7,1.1,1.4,1,0.45,1.8,1.2,1.4,0.9,2.2,1.4,1,1.2,1.6,1.6,1.8,2.4,0.6,0.95,0.85,1.8,0.7,1.6,1.2,2.1,2.3,1.4,0.8,2.4,1.3,1.4,1.8,1.6,1.8,2,1.2,2,1.2,1.2,0.6,0.9,1.2,0.75,0.45,1.4,0.7,1.2,1,1,0.85,1.2,0.7,0.7,1.5,0.7,0.75,0.6,0.65,1.8,1.4,0.7,1.3,1.2,1.6,1.2,2,1.9,2.1,2.4,2,1.1,2,0.7,0.85,0.95,1.4,1.6,0.55,0.4,1.6,1.4,1.1,0.95,2,1.7,1.6,2,1.8,1.7,2,2.4,0.95
1.2,0.75,1.2,0.5,2,0.8,2,2.2,1.2,1,2.6,1.2,1.2,1.6,1.7,1.3,1.2,1.2,2.3,1.2,0.95,0.95,0.75,1.4,0.6,0.85,1.9,0.85,0.75,0.85,0.9,0.65,1.6,1.2,0.4,1.5,1,0.55,0.7,0.8,2.2,1.6,0.65,1.6,0.95,1.4,0.9,1.3,1.8,1.6,2.2,1.8,1.6,1.6,0.4,0.95,0.9,1.6,1.6,1,0.95,1.4,0.95,1.2,1.6,1.8,1.7,1.2,0.8,1.2,1.2,1.8,2.2,0.7,1.2,0.6,1.6,0.85,2,0.6,1.6,1.7,1.7,1.5,2.2,0.75,1.6,1.4,1.2,1.9,1,1.4,2,1,1,0.6,0.75,1.4,0.75,0.4,1.8,1.2,0.75,0.9,1.6,1.3,0.95,0.7,0.6,2.2,0.65,0.75,0.85,0.95,1.8,1,0.7,1.6,0.75,1.2,2,2.1,1.8,1.6,2,2.2,1.2,1.4,0.75,0.95,0.95,1.4,1.6,0.75,0.85,1.6,0.95,1.7,1.2,2,1.2,1.2,1.6,1.1,1.4,1.7,2.4,0.65,1.5,0.5,1.8,0.75,2,0.5,1.6,2.2,1.2,1.2,1.8,0.55,1.4,1.6,1.1,1.8,1.4,1.6,1.8,1.4,1.2,0.6,0.5,1,0.75,0.9,1.6,0.75,0.65,0.8,1.8,1.2,0.95,0.75,0.85,1.8,0.7,0.4,0.85,0.95,2,0.9,0.55,1.6,0.85,1,0.9,1.6,1.1,1.4,2,1.8,1.7,1.6,0.85,0.95,1.6,1.6,1.8,0.65,0.75,1.4,1.4,1.4,0.8,1.7,1.6,1.6,1.2,1.8,0.9,1.8,2.4,0.9
0.9,0.55,2,0.55,1.5,1.2,2.1,2,1.6,0.95,2.4,0.6,1.4,1.8,1.6,1.8,1.6,1.1,1.6,1.2,1.2,0.6,1.2,1.4,0.5,0.4,1.4,1,0.9,0.65,1,0.9,1,1.2,0.9,2.3,0.9,0.75,0.6,0.6,1.7,0.9,0.9,1.9,0.7,1.8,1.4,1.8,1.1,1.4,2.4,2.2,1.2,0.95,0.55,0.85,0.95,1.1,1.4,0.95,0.45,1.9,0.95,1.7,1,1.7,1.6,1.6,0.75,1.8,1.2,1.8,2.2,0.65,0.95,0.75,1.1,0.6,1.8,0.55,2,1.8,1.6,0.8,2,1.2,1.1,1.8,1.4,1.6,0.9,1.1,1.5,0.9,0.95,0.75,0.55,1.2,0.55,0.95,1.8,0.75,0.85,1.6,1.4,0.8,1.2,0.8,0.55,2,0.85,0.3,0.4,0.8,2.2,1.6,0.65,1.9,1.6,0.9,0.9,1.8,1.2,1.4,2.2,2,1.6,1.4,0.9,0.7,1.2,1.2,1.3,0.9,0.75,1.3,1.2,1.2,1.6,2.2,1.2,1.6,0.85,1.9,0.9,2.2,2.2,0.85,1.5,0.9,1.1,0.95,1.5,2.1,1.8,2.3,1.4,1,1.8,0.9,1.2,1.6,1.2,1.6,1.4,1.1,2.3,1.2,1.4,0.95,0.8,1.6,0.5,0.85,1.4,0.85,1,1,1.8,0.75,0.95,1.2,0.6,1.8,0.9,0.45,0.65,0.8,2.3,0.95,0.7,1.8,1.6,2.1,0.95,2.1,1.8,1.6,2.6,2.2,1.7,1.2,0.4,1.2,0.95,1.2,1.8,0.65,0.8,1.8,1.2,1.6,0.9,2,1.4,1.2,0.75,1.6,1,2,2.4,0.95
0.95,0.4,1.1,0.9,2.2,0.6,1.8,1.7,1.1,1,2.2,0.85,1.6,1.8,1.6,1.6,1.8,1.1,2.3,0.95,1.4,0.85,0.9,1.6,0.6,0.8,1.3,1,1,1.4,1.4,0.95,0.95,0.85,0.6,1.8,0.95,0.4,0.7,0.7,2.2,1.6,0.5,1.9,0.75,0.8,1.4,1.6,1.6,1.6,2.6,2.3,1.2,2.1,0.6,0.85,1,1.8,1.4,0.3,0.6,1.8,1.5,1.7,0.95,2,1.6,0.95,2,1.8,1.6,2.2,2,0.7,1.2,0.9,1.2,0.9,1.5,1.2,2.1,1.8,1.7,0.7,2.3,1,1.6,1.4,1.2,1.8,1.6,1.6,2.2,1.4,0.95,0.95,0.6,0.95,0.45,0.45,1.6,1,0.7,1.4,1.4,0.95,1.2,1.2,0.9,1.5,0.8,0.5,0.4,0.75,1.8,1,0.5,1.9,0.85,0.95,1,1.8,1.6,2,2.3,2.3,1.2,0.95,0.75,1,0.9,1.4,1.8,0.45,0.55,1.8,1.4,1.2,2,1.7,1.6,1.7,0.85,1.2,1.6,2,2.2,0.7,1.2,0.6,1.4,0.35,1.5,2,1.4,1.8,1.6,1,2.2,0.55,1.6,1.4,1.6,1.3,1.8,1.2,2,1,1.2,0.65,0.55,1.6,0.9,0.75,1.6,0.85,1,0.7,1,0.8,0.95,0.75,0.9,1.5,0.65,0.55,0.85,0.95,2.3,1.2,0.95,1.3,1.7,0.75,1.2,1.4,1.2,1.4,2.2,2.2,1.1,1.8,0.85,0.85,0.9,1.4,1.9,0.55,0.35,1.8,1.2,1.2,0.85,2.2,1.4,0.95,2.1,1.6,1,2,2.2,0.8
1.2,0.45,1.1,0.85,2.2,0.6,1.4,1.8,1.1,0.75,1.7,0.6,1.1,1.3,1.4,1.4,0.9,1.4,2,1.4,1.5,1,0.7,0.95,0.65,0.7,1.8,0.85,0.9,0.4,1.6,0.65,1.2,0.8,0.45,2.2,0.7,0.75,0.45,0.95,2.2,1.2,1.1,1.8,1.2,0.8,1.2,1.4,1.6,2.1,2.6,2.3,1.6,1.6,0.6,0.65,0.9,1.2,1.8,0.7,0.95,1.8,0.9,1.6,0.95,1.7,1.1,1,2,1.8,0.95,1.8,2.2,0.95,1.2,0.55,2.1,0.55,1.8,0.95,2.1,2.2,1.4,1.4,2.2,0.6,1.6,1.8,1.4,1.9,1,1.8,2.2,1.5,1.4,0.9,0.7,1.8,0.6,1,1.8,0.6,0.8,1.2,0.9,0.9,1.6,0.95,0.65,1.6,0.65,0.9,0.6,0.65,2,1.6,1.1,1.4,0.95,2,0.95,1.4,1.4,1.6,2.3,1.7,1.2,1,0.35,1.2,1.6,1.8,1.9,0.5,0.35,1.9,0.95,1.2,1.4,2,1.6,0.9,2,1.6,0.9,2.2,2.4,0.5,1,0.75,1.6,0.5,2,1.2,2,2.2,1.6,0.95,1.8,1.3,1.6,1.6,1.2,1.4,2.1,1.8,2,1,0.9,0.85,1.2,0.95,0.65,0.8,1.4,0.7,0.95,1.4,0.9,0.75,1.4,0.95,0.8,1.8,1.2,0.6,0.75,0.7,2,1.7,1,1.8,1.7,2,1,1.8,1.4,2,2,1.7,1.6,1.4,0.45,1.3,1.6,1.2,1.4,0.3,0.4,1.9,1.4,1.6,2,2.2,1.2,0.95,1.6,1.6,1,1.7,2.2,0.75
1.2,0.5,1.4,0.95,2.2,0.75,2,1.8,1.6,0.85,2.3,0.75,1.4,1.6,1.7,1.6,1.6,1.2,2.2,1.4,1,0.65,0.6,1.4,0.6,0.85,1.8,0.65,1,0.7,1.6,1.2,1.7,1.2,0.7,1.5,0.6,0.8,0.3,0.95,2.3,1.6,1,1.8,0.85,1,0.95,1.8,1.1,1.3,2.2,2.2,1.2,2,0.6,0.7,1.6,1.1,1.4,0.65,0.8,1.4,1.2,1.1,0.95,2,1.6,1.6,1.2,1.8,1.2,1.8,2.3,0.55,1.2,0.7,1.8,0.45,2.2,0.8,2,2.3,1.1,1.4,2.2,0.55,1.4,1.6,1.4,1.4,0.95,1.8,2.2,0.95,1,0.65,0.6,1.4,0.7,0.6,1.4,1.3,0.65,1.2,1.2,0.95,1.6,1.3,0.65,1.8,0.75,0.6,0.65,0.75,2,1.2,0.6,1.3,1.2,0.95,2.1,1.3,1.8,2.1,2,2.3,1.6,1.6,0.55,0.75,1.7,1.6,1.6,0.55,0.4,1.3,1,1.1,0.85,1.8,1.2,1,0.85,1.4,1.6,1.7,2.2,0.9,1.4,0.6,1.2,0.5,2.3,1,1.8,2.2,1.2,0.85,2.4,0.8,1.1,1.8,1.2,1.4,1.6,1.4,1.6,1,1.5,0.9,0.8,2,0.9,0.75,1.9,0.9,0.9,0.6,0.95,0.6,1.4,0.8,1.4,2,0.95,0.8,0.7,0.6,2,0.9,0.65,1.9,0.9,0.95,1.2,2.1,1.9,1.8,2,1.8,1.1,2,0.9,0.75,1.6,1.2,1.4,0.35,0.5,1.6,0.9,1.7,1.8,2,1.2,1.2,2,1.6,1.6,2,2.6,0.75
0.9,0.35,1.1,0.55,1.8,0.8,2,1.8,1.1,0.7,1.8,0.85,1.7,1.8,1.4,1.3,1.2,1.2,2,1.4,1.2,1,0.65,1.2,0.7,0.55,1.6,1.3,1.2,0.4,1,0.8,1.4,0.95,0.75,2.2,0.75,0.85,0.8,0.6,1.8,1.4,0.55,1.8,1.7,2,1.8,2,1.4,1.6,2.6,2,1.6,1.8,0.55,0.95,0.95,1.6,1.8,1,0.85,1.6,1.5,1.4,0.9,2.3,1.6,1.2,0.75,1.6,1.2,2.2,2.4,1,1.2,0.75,1.8,0.55,2.3,0.6,1.4,2.2,1.7,1,2.4,0.75,1.7,1.4,1.4,1.4,2,1.8,2.2,0.9,1,0.9,0.75,1.8,0.6,0.85,1.4,1,0.65,1,1.6,1.2,1.4,1.2,1.8,2.3,1,0.6,0.75,0.65,2,0.9,1,1.8,0.85,0.8,1.6,1.8,1.4,1.6,2,2,1.4,2,0.55,1.2,1.6,1.2,1.4,1.2,0.65,1.4,1.5,1.6,2,2.2,1.2,1.2,0.95,1.6,0.95,2,2.2,0.9,1.2,0.55,2.1,0.7,1.6,0.7,1.3,1.8,1.4,1.4,2,1,1.6,1.8,1.4,1.3,0.9,1.4,1.8,1,1.2,1,1,1,0.85,0.7,1.4,0.6,0.85,1.6,1.8,0.9,1.2,0.9,1.4,2.2,0.8,0.7,0.85,0.6,2.2,1.4,0.9,1.4,1,0.95,2.1,1.6,1.4,1.4,2.3,2,1.1,1,0.55,0.85,1.2,1.6,1.6,0.4,0.5,1.4,1.2,1.1,0.7,2,1.1,1.7,0.9,1.2,1.4,1.8,2.2,0.7
0.95,0.95,1.4,0.7,2,0.6,2.1,1.7,1.6,0.85,2.6,0.75,1.1,1.6,1.2,1.6,1.2,1.4,1.6,0.9,1,0.55,0.7,2,0.4,0.9,1.9,0.75,1.2,1.6,0.95,0.65,1.4,0.85,1.2,1.6,0.65,0.8,0.5,0.65,1.8,1,0.85,1.8,0.8,0.8,1,2,1.9,2,2.2,1.8,1.6,1.4,0.65,1,1.6,1.6,1.3,0.6,0.9,1.4,0.95,1.6,1.6,2,1.7,1,0.8,1.2,0.95,2.2,2.4,1,1.2,0.65,2,0.65,2,0.85,1.4,2.2,1.6,1,1.7,1.2,1.2,1.8,1.4,1.8,1.8,1.4,1.6,0.95,1.2,1,0.7,0.9,0.65,0.95,1.3,0.9,0.85,1.6,0.9,0.9,0.95,0.85,0.8,2.2,1,0.4,0.85,0.7,1.8,1,0.6,1.6,0.9,0.85,1.2,1.8,1.9,1.8,2.6,2.2,1.4,2,0.75,1,1.2,1.4,1.9,0.4,0.65,1.4,0.95,1.6,1,1.8,1.1,1.2,0.9,1.4,1.2,2.3,2.4,1.2,1.4,0.8,1.8,0.7,2,0.6,2.1,1.8,1.6,1.2,2.4,1.3,1.2,1.3,1.7,1.6,2.1,1.8,1.8,0.9,0.9,0.7,0.6,1.4,0.7,0.85,1.3,0.65,1.2,0.8,1.4,0.7,1,0.8,1.6,2.2,0.85,0.7,0.85,0.85,2.2,1.6,0.7,1.9,0.8,0.95,1.4,2.1,1.2,1.4,2.2,1.7,1.2,0.9,0.6,0.7,0.95,1.9,1.8,1,0.95,1.8,1.5,1.1,1.6,2.3,1.6,1,2,1.6,1.2,2.2,2.2,0.8
1.5,0.6,1.1,0.9,1.8,0.85,2,2,1.6,1,2.4,0.7,1.6,1.4,1.6,1.6,1.2,1.4,1.8,1.2,0.95,1.1,0.55,0.9,0.85,0.8,1.6,0.65,0.9,0.55,0.95,1,0.95,0.9,0.95,2.2,0.75,0.5,0.75,0.85,1.8,1.6,0.9,1.4,0.85,1.4,1.8,1.8,1.2,1.6,2.3,1.8,1.2,2,0.75,0.65,1.4,1.4,1.8,0.5,0.5,1.6,1,1.7,1.4,1.8,1.4,0.95,1,1.4,0.95,2.3,2.4,0.95,0.95,0.7,1.2,0.65,1.5,0.8,1.6,1.8,1.1,0.9,2.4,1,1.7,1.4,1.2,1.4,1.2,1.4,2.3,0.95,1.4,0.7,0.6,1.6,0.6,0.65,1.9,0.85,1.2,0.75,1.4,0.8,1.4,0.7,0.7,1.6,0.9,0.35,0.8,0.95,2.2,1.4,0.7,1.4,1.6,0.8,0.95,2,1.8,1.8,2.3,2.3,1.7,1.8,0.85,0.9,1,1.4,1.4,0.8,0.9,1.9,0.9,1.2,1.8,1.8,1.4,1,0.75,1.2,0.95,2.2,2.2,0.8,0.9,0.8,2,0.65,1.8,2,1.8,2.3,1.6,0.8,2.4,1.3,1.1,1.4,1.7,1.9,2,1.6,2,0.95,0.9,0.5,1,1,0.4,0.55,1.6,1.2,0.65,0.75,1.6,0.6,1.4,0.95,1.9,1.6,0.7,0.85,0.55,1.2,1.8,1.6,0.8,1.6,0.8,1.8,0.95,2,1.4,1.6,2.2,2.3,1.6,1,0.85,0.8,1.7,1.8,1.8,0.35,0.45,1.6,1.4,1.7,1.2,2,1.6,1.7,1.2,1.8,1.7,2,2.6,0.55
1.4,0.35,2,0.75,2.3,1.8,2,2.3,1.6,0.75,1.8,0.55,1.4,1.6,1.2,1.4,1.2,1.6,2,0.95,1.4,0.85,0.9,1.2,0.55,0.7,1.3,1,0.6,0.55,1.6,0.65,1.6,0.75,0.55,2,0.85,0.9,0.55,0.85,2,1.4,0.6,1.4,0.85,1.2,0.9,1.8,1.8,1.6,2.4,2.2,1.4,1.2,0.7,0.85,1.7,1.4,1.3,0.75,0.8,1.8,0.95,1.6,0.8,1.8,1.7,1.4,0.75,1.2,1,1.8,2.3,0.5,1,0.65,2,0.35,2.2,0.7,1.6,2,1.2,0.95,2.3,0.8,1.6,1.4,1.6,1.6,1.2,1.6,1.8,1.5,0.95,0.65,0.95,1.8,0.4,0.5,1.4,0.8,0.95,1.2,1.6,0.65,1.4,0.9,0.95,2.3,1,0.6,0.7,0.9,1.8,1,0.6,1.6,0.9,0.95,1.4,1.8,1.4,1.3,2,1.7,1.7,2.1,0.85,0.9,1,1.6,1.4,0.85,0.55,1.8,1.2,1.4,0.95,2,1.2,1.2,0.95,1.9,1.2,1.8,2,1,1,0.9,1.2,0.4,2,1,2.1,2,1.4,0.8,2.4,0.95,1.1,1.9,1.4,1.6,1.2,1.2,2,0.95,1.2,0.8,0.7,0.9,0.9,0.65,1.8,1.3,0.9,0.4,1,0.75,1,0.75,0.6,2.2,0.85,0.85,0.4,0.65,1.7,1,0.6,1.6,0.8,0.8,1.6,1.6,1.9,2,2.3,2,1.2,1.6,0.55,0.95,1,1.1,1.6,1.2,0.55,1.3,1,1.2,1.6,2.2,1.6,0.9,0.7,1.1,1.6,1.7,2.2,0.65
